Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-08-07,IN,India,SEARO,38628,31895385,617,427371
2021-08-08,IN,India,SEARO,39070,31934455,491,427862
2021-08-09,IN,India,SEARO,35499,31969954,447,428309
2021-08-10,IN,India,SEARO,28204,31998158,373,428682
2021-08-11,IN,India,SEARO,38353,32036511,497,429179
2021-08-12,IN,India,SEARO,41195,32077706,490,429669
2021-08-13,IN,India,SEARO,40120,32117826,585,430254
2021-08-14,IN,India,SEARO,38667,32156493,478,430732
2021-08-15,IN,India,SEARO,36083,32192576,493,431225
2021-08-16,IN,India,SEARO,32937,32225513,417,431642
2021-08-17,IN,India,SEARO,25166,32250679,437,432079
2021-08-18,IN,India,SEARO,35178,32285857,440,432519
2021-08-19,IN,India,SEARO,36401,32322258,530,433049
2021-08-20,IN,India,SEARO,36571,32358829,540,433589
2021-08-21,IN,India,SEARO,34457,32393286,375,433964
2021-08-22,IN,India,SEARO,30948,32424234,403,434367
2021-08-23,IN,India,SEARO,25072,32449306,389,434756
2021-08-24,IN,India,SEARO,25467,32474773,354,435110
2021-08-25,IN,India,SEARO,37593,32512366,648,435758
2021-08-26,IN,India,SEARO,46164,32558530,607,436365
2021-08-27,IN,India,SEARO,44658,32603188,496,436861
2021-08-28,IN,India,SEARO,46759,32649947,509,437370
2021-08-29,IN,India,SEARO,45083,32695030,460,437830
2021-08-30,IN,India,SEARO,42909,32737939,380,438210
2021-08-31,IN,India,SEARO,30941,32768880,350,438560
2021-09-01,IN,India,SEARO,41965,32810845,460,439020
2021-09-02,IN,India,SEARO,47092,32857937,509,439529
2021-09-03,IN,India,SEARO,45352,32903289,366,439895
2021-09-04,IN,India,SEARO,42618,32945907,330,440225
2021-09-05,IN,India,SEARO,42766,32988673,308,440533
2021-09-06,IN,India,SEARO,38948,33027621,219,440752
2021-09-07,IN,India,SEARO,31222,33058843,290,441042
2021-09-08,IN,India,SEARO,37875,33096718,369,441411
2021-09-09,IN,India,SEARO,43263,33139981,338,441749
2021-09-10,IN,India,SEARO,34973,33174954,260,442009
2021-09-11,IN,India,SEARO,33376,33208330,308,442317
2021-09-12,IN,India,SEARO,28591,33236921,338,442655
2021-09-13,IN,India,SEARO,27254,33264175,219,442874
2021-09-14,IN,India,SEARO,25404,33289579,339,443213
2021-09-15,IN,India,SEARO,27176,33316755,284,443497
2021-09-16,IN,India,SEARO,30570,33347325,431,443928
2021-09-17,IN,India,SEARO,34403,33381728,320,444248
2021-09-18,IN,India,SEARO,35662,33417390,281,444529
2021-09-19,IN,India,SEARO,30773,33448163,309,444838
2021-09-20,IN,India,SEARO,30256,33478419,295,445133
2021-09-21,IN,India,SEARO,26115,33504534,252,445385
2021-09-22,IN,India,SEARO,26964,33531498,383,445768
2021-09-23,IN,India,SEARO,31923,33563421,282,446050
2021-09-24,IN,India,SEARO,31382,33594803,318,446368
2021-09-25,IN,India,SEARO,29616,33624419,290,446658
2021-09-26,IN,India,SEARO,28326,33652745,260,446918
2021-09-27,IN,India,SEARO,26041,33678786,276,447194
2021-09-28,IN,India,SEARO,18795,33697581,179,447373
2021-09-29,IN,India,SEARO,18870,33716451,378,447751
2021-09-30,IN,India,SEARO,23529,33739980,311,448062
2021-10-01,IN,India,SEARO,26727,33766707,277,448339
2021-10-02,IN,India,SEARO,24354,33791061,234,448573
2021-10-03,IN,India,SEARO,22842,33813903,244,448817
2021-10-04,IN,India,SEARO,20799,33834702,180,448997
2021-10-05,IN,India,SEARO,18346,33853048,263,449260
2021-10-06,IN,India,SEARO,18833,33871881,278,449538
2021-10-07,IN,India,SEARO,22431,33894312,318,449856
2021-10-08,IN,India,SEARO,21257,33915569,271,450127
2021-10-09,IN,India,SEARO,19740,33935309,248,450375
2021-10-10,IN,India,SEARO,18166,33953475,214,450589
2021-10-11,IN,India,SEARO,18132,33971607,193,450782
2021-10-12,IN,India,SEARO,14313,33985920,181,450963
2021-10-13,IN,India,SEARO,15823,34001743,226,451189
2021-10-14,IN,India,SEARO,18987,34020730,246,451435
2021-10-15,IN,India,SEARO,16862,34037592,379,451814
2021-10-16,IN,India,SEARO,15981,34053573,166,451980
2021-10-17,IN,India,SEARO,14146,34067719,144,452124
2021-10-18,IN,India,SEARO,13596,34081315,166,452290
2021-10-19,IN,India,SEARO,13058,34094373,164,452454
2021-10-20,IN,India,SEARO,14623,34108996,197,452651
2021-10-21,IN,India,SEARO,18454,34127450,160,452811
2021-10-22,IN,India,SEARO,15786,34143236,231,453042
2021-10-23,IN,India,SEARO,16326,34159562,666,453708
2021-10-24,IN,India,SEARO,15906,34175468,561,454269
2021-10-25,IN,India,SEARO,14306,34189774,443,454712
2021-10-26,IN,India,SEARO,12428,34202202,356,455068
2021-10-27,IN,India,SEARO,13451,34215653,585,455653
2021-10-28,IN,India,SEARO,16156,34231809,733,456386
2021-10-29,IN,India,SEARO,14348,34246157,805,457191
2021-10-30,IN,India,SEARO,14313,34260470,549,457740
2021-10-31,IN,India,SEARO,12830,34273300,446,458186
2021-11-01,IN,India,SEARO,12514,34285814,251,458437
2021-11-02,IN,India,SEARO,10423,34296237,443,458880
2021-11-03,IN,India,SEARO,11903,34308140,311,459191
2021-11-04,IN,India,SEARO,12885,34321025,461,459652
2021-11-05,IN,India,SEARO,12729,34333754,221,459873
2021-11-06,IN,India,SEARO,10929,34344683,392,460265
2021-11-07,IN,India,SEARO,10853,34355536,526,460791
2021-11-08,IN,India,SEARO,11451,34366987,266,461057
2021-11-09,IN,India,SEARO,10126,34377113,332,461389
2021-11-10,IN,India,SEARO,11466,34388579,460,461849
2021-11-11,IN,India,SEARO,13091,34401670,340,462189
2021-11-12,IN,India,SEARO,12516,34414186,501,462690
2021-11-13,IN,India,SEARO,11850,34426036,555,463245
2021-11-14,IN,India,SEARO,11271,34437307,285,463530
2021-11-15,IN,India,SEARO,10229,34447536,125,463655
2021-11-16,IN,India,SEARO,8865,34456401,197,463852
2021-11-17,IN,India,SEARO,10197,34466598,301,464153
2021-11-18,IN,India,SEARO,11919,34478517,470,464623
2021-11-19,IN,India,SEARO,11106,34489623,459,465082
2021-11-20,IN,India,SEARO,10302,34499925,267,465349
2021-11-21,IN,India,SEARO,10488,34510413,313,465662
2021-11-22,IN,India,SEARO,8488,34518901,249,465911
2021-11-23,IN,India,SEARO,7579,34526480,236,466147
2021-11-24,IN,India,SEARO,9283,34535763,437,466584
2021-11-25,IN,India,SEARO,9119,34544882,396,466980
2021-11-26,IN,India,SEARO,10549,34555431,488,467468
2021-11-27,IN,India,SEARO,8318,34563749,465,467933
2021-11-28,IN,India,SEARO,8774,34572523,621,468554
2021-11-29,IN,India,SEARO,8309,34580832,236,468790
2021-11-30,IN,India,SEARO,6990,34587822,190,468980
2021-12-01,IN,India,SEARO,8954,34596776,267,469247
2021-12-02,IN,India,SEARO,9765,34606541,477,469724
2021-12-03,IN,India,SEARO,9216,34615757,391,470115
2021-12-04,IN,India,SEARO,8603,34624360,415,470530
2021-12-05,IN,India,SEARO,8895,34633255,2796,473326
2021-12-06,IN,India,SEARO,8306,34641561,211,473537
2021-12-07,IN,India,SEARO,6822,34648383,220,473757
2021-12-08,IN,India,SEARO,8439,34656822,195,473952
2021-12-09,IN,India,SEARO,9419,34666241,159,474111
2021-12-10,IN,India,SEARO,8503,34674744,624,474735
2021-12-11,IN,India,SEARO,7992,34682736,393,475128
2021-12-12,IN,India,SEARO,7774,34690510,306,475434
2021-12-13,IN,India,SEARO,7350,34697860,202,475636
2021-12-14,IN,India,SEARO,5784,34703644,252,475888
2021-12-15,IN,India,SEARO,6984,34710628,247,476135
2021-12-16,IN,India,SEARO,7974,34718602,343,476478
2021-12-17,IN,India,SEARO,7447,34726049,391,476869
2021-12-18,IN,India,SEARO,7145,34733194,289,477158
2021-12-19,IN,India,SEARO,7081,34740275,264,477422
2021-12-20,IN,India,SEARO,6563,34746838,132,477554
2021-12-21,IN,India,SEARO,5326,34752164,453,478007
2021-12-22,IN,India,SEARO,6317,34758481,318,478325
2021-12-23,IN,India,SEARO,7495,34765976,434,478759
2021-12-24,IN,India,SEARO,6650,34772626,374,479133
2021-12-25,IN,India,SEARO,7189,34779815,387,479520
2021-12-26,IN,India,SEARO,6987,34786802,162,479682
2021-12-27,IN,India,SEARO,6531,34793333,315,479997
2021-12-28,IN,India,SEARO,6358,34799691,293,480290
2021-12-29,IN,India,SEARO,9195,34808886,302,480592
2020-01-03,GB,United Kingdom,EURO,0,0,0,0
2020-01-04,GB,United Kingdom,EURO,0,0,0,0
2020-01-05,GB,United Kingdom,EURO,0,0,0,0
2020-01-06,GB,United Kingdom,EURO,0,0,0,0
2020-01-07,GB,United Kingdom,EURO,0,0,0,0
2020-01-08,GB,United Kingdom,EURO,0,0,0,0
2020-01-09,GB,United Kingdom,EURO,0,0,0,0
2020-01-10,GB,United Kingdom,EURO,0,0,0,0
2020-01-11,GB,United Kingdom,EURO,0,0,0,0
2020-01-12,GB,United Kingdom,EURO,0,0,0,0
2020-01-13,GB,United Kingdom,EURO,0,0,0,0
2020-01-14,GB,United Kingdom,EURO,0,0,0,0
2020-01-15,GB,United Kingdom,EURO,0,0,0,0
2020-01-16,GB,United Kingdom,EURO,0,0,0,0
2020-01-17,GB,United Kingdom,EURO,0,0,0,0
2020-01-18,GB,United Kingdom,EURO,0,0,0,0
2020-01-19,GB,United Kingdom,EURO,0,0,0,0
2020-01-20,GB,United Kingdom,EURO,0,0,0,0
2020-01-21,GB,United Kingdom,EURO,0,0,0,0
2020-01-22,GB,United Kingdom,EURO,0,0,0,0
2020-01-23,GB,United Kingdom,EURO,0,0,0,0
2020-01-24,GB,United Kingdom,EURO,0,0,0,0
2020-01-25,GB,United Kingdom,EURO,0,0,0,0
2020-01-26,GB,United Kingdom,EURO,0,0,0,0
2020-01-27,GB,United Kingdom,EURO,0,0,0,0
2020-01-28,GB,United Kingdom,EURO,0,0,0,0
2020-01-29,GB,United Kingdom,EURO,0,0,0,0
2020-01-30,GB,United Kingdom,EURO,0,0,0,0
2020-01-31,GB,United Kingdom,EURO,0,0,0,0
2020-02-01,GB,United Kingdom,EURO,2,2,0,0
2020-02-02,GB,United Kingdom,EURO,0,2,0,0
2020-02-03,GB,United Kingdom,EURO,0,2,0,0
2020-02-04,GB,United Kingdom,EURO,0,2,0,0
2020-02-05,GB,United Kingdom,EURO,0,2,0,0
2020-02-06,GB,United Kingdom,EURO,0,2,0,0
2020-02-07,GB,United Kingdom,EURO,1,3,0,0
2020-02-08,GB,United Kingdom,EURO,0,3,0,0
2020-02-09,GB,United Kingdom,EURO,0,3,0,0
2020-02-10,GB,United Kingdom,EURO,4,7,0,0
2020-02-11,GB,United Kingdom,EURO,1,8,0,0
2020-02-12,GB,United Kingdom,EURO,0,8,0,0
2020-02-13,GB,United Kingdom,EURO,1,9,0,0
2020-02-14,GB,United Kingdom,EURO,0,9,0,0
2020-02-15,GB,United Kingdom,EURO,0,9,0,0
2020-02-16,GB,United Kingdom,EURO,0,9,0,0
2020-02-17,GB,United Kingdom,EURO,0,9,0,0
2020-02-18,GB,United Kingdom,EURO,0,9,0,0
2020-02-19,GB,United Kingdom,EURO,0,9,0,0
2020-02-20,GB,United Kingdom,EURO,0,9,0,0
2020-02-21,GB,United Kingdom,EURO,0,9,0,0
2020-02-22,GB,United Kingdom,EURO,0,9,0,0
2020-02-23,GB,United Kingdom,EURO,1,10,0,0
2020-02-24,GB,United Kingdom,EURO,0,10,0,0
2020-02-25,GB,United Kingdom,EURO,1,11,0,0
2020-02-26,GB,United Kingdom,EURO,2,13,0,0
2020-02-27,GB,United Kingdom,EURO,5,18,0,0
2020-02-28,GB,United Kingdom,EURO,4,22,0,0
2020-02-29,GB,United Kingdom,EURO,8,30,0,0
2020-03-01,GB,United Kingdom,EURO,12,42,0,0
2020-03-02,GB,United Kingdom,EURO,5,47,0,0
2020-03-03,GB,United Kingdom,EURO,22,69,0,0
2020-03-04,GB,United Kingdom,EURO,39,108,0,0
2020-03-05,GB,United Kingdom,EURO,57,165,0,0
2020-03-06,GB,United Kingdom,EURO,56,221,0,0
2020-03-07,GB,United Kingdom,EURO,50,271,1,1
2020-03-08,GB,United Kingdom,EURO,81,352,1,2
2020-03-09,GB,United Kingdom,EURO,68,420,0,2
2020-03-10,GB,United Kingdom,EURO,57,477,1,3
2020-03-11,GB,United Kingdom,EURO,147,624,4,7
2020-03-12,GB,United Kingdom,EURO,266,890,0,7
2020-03-13,GB,United Kingdom,EURO,401,1291,2,9
2020-03-14,GB,United Kingdom,EURO,482,1773,1,10
2020-03-15,GB,United Kingdom,EURO,480,2253,19,29
2020-03-16,GB,United Kingdom,EURO,362,2615,14,43
2020-03-17,GB,United Kingdom,EURO,441,3056,22,65
2020-03-18,GB,United Kingdom,EURO,601,3657,17,82
2020-03-19,GB,United Kingdom,EURO,788,4445,34,116
2020-03-20,GB,United Kingdom,EURO,996,5441,46,162
2020-03-21,GB,United Kingdom,EURO,1049,6490,32,194
2020-03-22,GB,United Kingdom,EURO,1258,7748,58,252
2020-03-23,GB,United Kingdom,EURO,1190,8938,36,288
2020-03-24,GB,United Kingdom,EURO,1373,10311,76,364
2020-03-25,GB,United Kingdom,EURO,2324,12635,148,512
2020-03-26,GB,United Kingdom,EURO,2375,15010,191,703
2020-03-27,GB,United Kingdom,EURO,2692,17702,181,884
2020-03-28,GB,United Kingdom,EURO,3080,20782,288,1172
2020-03-29,GB,United Kingdom,EURO,3184,23966,292,1464
2020-03-30,GB,United Kingdom,EURO,2815,26781,212,1676
2020-03-31,GB,United Kingdom,EURO,2853,29634,374,2050
2020-04-01,GB,United Kingdom,EURO,4256,33890,403,2453
2020-04-02,GB,United Kingdom,EURO,4510,38400,672,3125
2020-04-03,GB,United Kingdom,EURO,4933,43333,657,3782
2020-04-04,GB,United Kingdom,EURO,4855,48188,736,4518
2020-04-05,GB,United Kingdom,EURO,4892,53080,756,5274
2020-04-06,GB,United Kingdom,EURO,4002,57082,599,5873
2020-04-07,GB,United Kingdom,EURO,3585,60667,567,6440
2020-04-08,GB,United Kingdom,EURO,5257,65924,1105,7545
2020-04-09,GB,United Kingdom,EURO,5431,71355,1030,8575
2020-04-10,GB,United Kingdom,EURO,5116,76471,1116,9691
2020-04-11,GB,United Kingdom,EURO,4846,81317,1122,10813
2020-04-12,GB,United Kingdom,EURO,4314,85631,843,11656
2020-04-13,GB,United Kingdom,EURO,3558,89189,657,12313
2020-04-14,GB,United Kingdom,EURO,3478,92667,724,13037
2020-04-15,GB,United Kingdom,EURO,4165,96832,1076,14113
2020-04-16,GB,United Kingdom,EURO,4298,101130,880,14993
2020-04-17,GB,United Kingdom,EURO,5039,106169,1036,16029
2020-04-18,GB,United Kingdom,EURO,5272,111441,913,16942
2020-04-19,GB,United Kingdom,EURO,4932,116373,1105,18047
2020-04-20,GB,United Kingdom,EURO,4698,121071,432,18479
2020-04-21,GB,United Kingdom,EURO,3849,124920,570,19049
2020-04-22,GB,United Kingdom,EURO,4413,129333,1224,20273
2020-04-23,GB,United Kingdom,EURO,4764,134097,847,21120
2020-04-24,GB,United Kingdom,EURO,5484,139581,682,21802
2020-04-25,GB,United Kingdom,EURO,5142,144723,1010,22812
2020-04-26,GB,United Kingdom,EURO,4947,149670,815,23627
2020-04-27,GB,United Kingdom,EURO,3743,153413,364,23991
2020-04-28,GB,United Kingdom,EURO,3468,156881,320,24311
2020-04-29,GB,United Kingdom,EURO,4700,161581,969,25280
2020-04-30,GB,United Kingdom,EURO,4712,166293,769,26049
2020-05-01,GB,United Kingdom,EURO,5422,171715,634,26683
2020-05-02,GB,United Kingdom,EURO,4955,176670,698,27381
2020-05-03,GB,United Kingdom,EURO,4731,181401,584,27965
2020-05-04,GB,United Kingdom,EURO,3231,184632,253,28218
2020-05-05,GB,United Kingdom,EURO,2979,187611,272,28490
2020-05-06,GB,United Kingdom,EURO,3387,190998,726,29216
2020-05-07,GB,United Kingdom,EURO,3667,194665,647,29863
2020-05-08,GB,United Kingdom,EURO,3815,198480,458,30321
2020-05-09,GB,United Kingdom,EURO,3772,202252,579,30900
2020-05-10,GB,United Kingdom,EURO,3063,205315,275,31175
2020-05-11,GB,United Kingdom,EURO,2162,207477,217,31392
2020-05-12,GB,United Kingdom,EURO,2321,209798,187,31579
2020-05-13,GB,United Kingdom,EURO,3573,213371,614,32193
2020-05-14,GB,United Kingdom,EURO,3386,216757,447,32640
2020-05-15,GB,United Kingdom,EURO,3309,220066,352,32992
2020-05-16,GB,United Kingdom,EURO,2622,222688,350,33342
2020-05-17,GB,United Kingdom,EURO,2524,225212,411,33753
2020-05-18,GB,United Kingdom,EURO,2076,227288,67,33820
2020-05-19,GB,United Kingdom,EURO,1832,229120,146,33966
2020-05-20,GB,United Kingdom,EURO,2577,231697,500,34466
2020-05-21,GB,United Kingdom,EURO,3044,234741,328,34794
2020-05-22,GB,United Kingdom,EURO,2701,237442,273,35067
2020-05-23,GB,United Kingdom,EURO,2565,240007,291,35358
2020-05-24,GB,United Kingdom,EURO,2052,242059,220,35578
2020-05-25,GB,United Kingdom,EURO,1526,243585,379,35957
2020-05-26,GB,United Kingdom,EURO,1363,244948,104,36061
2020-05-27,GB,United Kingdom,EURO,1616,246564,131,36192
2020-05-28,GB,United Kingdom,EURO,2058,248622,422,36614
2020-05-29,GB,United Kingdom,EURO,1825,250447,343,36957
2020-05-30,GB,United Kingdom,EURO,1756,252203,274,37231
2020-05-31,GB,United Kingdom,EURO,1527,253730,154,37385
2020-06-01,GB,United Kingdom,EURO,1118,254848,60,37445
2020-06-02,GB,United Kingdom,EURO,1082,255930,86,37531
2020-06-03,GB,United Kingdom,EURO,1437,257367,249,37780
2020-06-04,GB,United Kingdom,EURO,1487,258854,254,38034
2020-06-05,GB,United Kingdom,EURO,1357,260211,130,38164
2020-06-06,GB,United Kingdom,EURO,1250,261461,258,38422
2020-06-07,GB,United Kingdom,EURO,1124,262585,143,38565
2020-06-08,GB,United Kingdom,EURO,808,263393,54,38619
2020-06-09,GB,United Kingdom,EURO,722,264115,47,38666
2020-06-10,GB,United Kingdom,EURO,1094,265209,195,38861
2020-06-11,GB,United Kingdom,EURO,1154,266363,164,39025
2020-06-12,GB,United Kingdom,EURO,1190,267553,76,39101
2020-06-13,GB,United Kingdom,EURO,1008,268561,131,39232
2020-06-14,GB,United Kingdom,EURO,1057,269618,107,39339
2020-06-15,GB,United Kingdom,EURO,886,270504,27,39366
2020-06-16,GB,United Kingdom,EURO,819,271323,29,39395
2020-06-17,GB,United Kingdom,EURO,1043,272366,120,39515
2020-06-18,GB,United Kingdom,EURO,1103,273469,110,39625
2020-06-19,GB,United Kingdom,EURO,1013,274482,67,39692
2020-06-20,GB,United Kingdom,EURO,1026,275508,84,39776
2020-06-21,GB,United Kingdom,EURO,997,276505,71,39847
2020-06-22,GB,United Kingdom,EURO,687,277192,31,39878
2020-06-23,GB,United Kingdom,EURO,637,277829,14,39892
2020-06-24,GB,United Kingdom,EURO,894,278723,94,39986
2020-06-25,GB,United Kingdom,EURO,888,279611,87,40073
2020-06-26,GB,United Kingdom,EURO,775,280386,99,40172
2020-06-27,GB,United Kingdom,EURO,720,281106,77,40249
2020-06-28,GB,United Kingdom,EURO,668,281774,40,40289
2020-06-29,GB,United Kingdom,EURO,652,282426,31,40320
2020-06-30,GB,United Kingdom,EURO,446,282872,21,40341
2020-07-01,GB,United Kingdom,EURO,728,283600,53,40394
2020-07-02,GB,United Kingdom,EURO,617,284217,97,40491
2020-07-03,GB,United Kingdom,EURO,657,284874,41,40532
2020-07-04,GB,United Kingdom,EURO,609,285483,49,40581
2020-07-05,GB,United Kingdom,EURO,573,286056,32,40613
2020-07-06,GB,United Kingdom,EURO,402,286458,19,40632
2020-07-07,GB,United Kingdom,EURO,556,287014,11,40643
2020-07-08,GB,United Kingdom,EURO,702,287716,54,40697
2020-07-09,GB,United Kingdom,EURO,606,288322,57,40754
2020-07-10,GB,United Kingdom,EURO,702,289024,31,40785
2020-07-11,GB,United Kingdom,EURO,718,289742,34,40819
2020-07-12,GB,United Kingdom,EURO,566,290308,17,40836
2020-07-13,GB,United Kingdom,EURO,448,290756,9,40845
2020-07-14,GB,United Kingdom,EURO,369,291125,10,40855
2020-07-15,GB,United Kingdom,EURO,734,291859,44,40899
2020-07-16,GB,United Kingdom,EURO,690,292549,26,40925
2020-07-17,GB,United Kingdom,EURO,774,293323,24,40949
2020-07-18,GB,United Kingdom,EURO,706,294029,26,40975
2020-07-19,GB,United Kingdom,EURO,581,294610,9,40984
2020-07-20,GB,United Kingdom,EURO,498,295108,11,40995
2020-07-21,GB,United Kingdom,EURO,444,295552,10,41005
2020-07-22,GB,United Kingdom,EURO,812,296364,25,41030
2020-07-23,GB,United Kingdom,EURO,780,297144,17,41047
2020-07-24,GB,United Kingdom,EURO,795,297939,9,41056
2020-07-25,GB,United Kingdom,EURO,794,298733,32,41088
2020-07-26,GB,United Kingdom,EURO,772,299505,15,41103
2020-07-27,GB,United Kingdom,EURO,523,300028,8,41111
2020-07-28,GB,United Kingdom,EURO,558,300586,3,41114
2020-07-29,GB,United Kingdom,EURO,855,301441,21,41135
2020-07-30,GB,United Kingdom,EURO,841,302282,34,41169
2020-07-31,GB,United Kingdom,EURO,1037,303319,0,41169
2020-08-01,GB,United Kingdom,EURO,923,304242,20,41189
2020-08-02,GB,United Kingdom,EURO,675,304917,13,41202
2020-08-03,GB,United Kingdom,EURO,542,305459,5,41207
2020-08-04,GB,United Kingdom,EURO,553,306012,1,41208
2020-08-05,GB,United Kingdom,EURO,1036,307048,18,41226
2020-08-06,GB,United Kingdom,EURO,1018,308066,14,41240
2020-08-07,GB,United Kingdom,EURO,1057,309123,18,41258
2020-08-08,GB,United Kingdom,EURO,1083,310206,12,41270
2020-08-09,GB,United Kingdom,EURO,944,311150,3,41273
2020-08-10,GB,United Kingdom,EURO,695,311845,5,41278
2020-08-11,GB,United Kingdom,EURO,614,312459,18,41296
2020-08-12,GB,United Kingdom,EURO,1466,313925,13,41309
2020-08-13,GB,United Kingdom,EURO,1341,315266,20,41329
2020-08-14,GB,United Kingdom,EURO,1207,316473,18,41347
2020-08-15,GB,United Kingdom,EURO,1140,317613,11,41358
2020-08-16,GB,United Kingdom,EURO,1161,318774,3,41361
2020-08-17,GB,United Kingdom,EURO,694,319468,5,41366
2020-08-18,GB,United Kingdom,EURO,598,320066,3,41369
2020-08-19,GB,United Kingdom,EURO,1277,321343,12,41381
2020-08-20,GB,United Kingdom,EURO,1079,322422,16,41397
2020-08-21,GB,United Kingdom,EURO,1238,323660,6,41403
2020-08-22,GB,United Kingdom,EURO,1458,325118,2,41405
2020-08-23,GB,United Kingdom,EURO,1198,326316,18,41423
2020-08-24,GB,United Kingdom,EURO,823,327139,6,41429
2020-08-25,GB,United Kingdom,EURO,819,327958,4,41433
2020-08-26,GB,United Kingdom,EURO,1275,329233,16,41449
2020-08-27,GB,United Kingdom,EURO,1243,330476,16,41465
2020-08-28,GB,United Kingdom,EURO,1346,331822,12,41477
2020-08-29,GB,United Kingdom,EURO,1548,333370,9,41486
2020-08-30,GB,United Kingdom,EURO,1624,334994,12,41498
2020-08-31,GB,United Kingdom,EURO,1221,336215,1,41499
2020-09-01,GB,United Kingdom,EURO,1158,337373,2,41501
2020-09-02,GB,United Kingdom,EURO,1499,338872,3,41504
2020-09-03,GB,United Kingdom,EURO,2248,341120,10,41514
2020-09-04,GB,United Kingdom,EURO,2994,344114,13,41527
2020-09-05,GB,United Kingdom,EURO,3092,347206,10,41537
2020-09-06,GB,United Kingdom,EURO,3034,350240,12,41549
2020-09-07,GB,United Kingdom,EURO,2539,352779,2,41551
2020-09-08,GB,United Kingdom,EURO,2433,355212,3,41554
2020-09-09,GB,United Kingdom,EURO,3857,359069,32,41586
2020-09-10,GB,United Kingdom,EURO,3300,362369,8,41594
2020-09-11,GB,United Kingdom,EURO,3325,365694,14,41608
2020-09-12,GB,United Kingdom,EURO,3577,369271,6,41614
2020-09-13,GB,United Kingdom,EURO,3283,372554,9,41623
2020-09-14,GB,United Kingdom,EURO,2653,375207,5,41628
2020-09-15,GB,United Kingdom,EURO,2129,377336,9,41637
2020-09-16,GB,United Kingdom,EURO,3375,380711,27,41664
2020-09-17,GB,United Kingdom,EURO,3537,384248,20,41684
2020-09-18,GB,United Kingdom,EURO,4341,388589,21,41705
2020-09-19,GB,United Kingdom,EURO,4618,393207,27,41732
2020-09-20,GB,United Kingdom,EURO,4950,398157,27,41759
2020-09-21,GB,United Kingdom,EURO,4843,403000,18,41777
2020-09-22,GB,United Kingdom,EURO,5311,408311,11,41788
2020-09-23,GB,United Kingdom,EURO,5593,413904,37,41825
2020-09-24,GB,United Kingdom,EURO,6395,420299,37,41862
2020-09-25,GB,United Kingdom,EURO,7048,427347,40,41902
2020-09-26,GB,United Kingdom,EURO,7596,434943,34,41936
2020-09-27,GB,United Kingdom,EURO,7224,442167,35,41971
2020-09-28,GB,United Kingdom,EURO,6742,448909,17,41988
2020-09-29,GB,United Kingdom,EURO,6963,455872,13,42001
2020-09-30,GB,United Kingdom,EURO,9912,465784,71,42072
2020-10-01,GB,United Kingdom,EURO,10222,476006,71,42143
2020-10-02,GB,United Kingdom,EURO,12539,488545,59,42202
2020-10-03,GB,United Kingdom,EURO,13178,501723,66,42268
2020-10-04,GB,United Kingdom,EURO,13674,515397,49,42317
2020-10-05,GB,United Kingdom,EURO,11511,526908,33,42350
2020-10-06,GB,United Kingdom,EURO,11786,538694,19,42369
2020-10-07,GB,United Kingdom,EURO,16531,555225,76,42445
2020-10-08,GB,United Kingdom,EURO,17033,572258,70,42515
2020-10-09,GB,United Kingdom,EURO,18282,590540,77,42592
2020-10-10,GB,United Kingdom,EURO,18200,608740,87,42679
2020-10-11,GB,United Kingdom,EURO,15701,624441,81,42760
2020-10-12,GB,United Kingdom,EURO,12491,636932,65,42825
2020-10-13,GB,United Kingdom,EURO,12043,648975,50,42875
2020-10-14,GB,United Kingdom,EURO,19404,668379,143,43018
2020-10-15,GB,United Kingdom,EURO,18876,687255,137,43155
2020-10-16,GB,United Kingdom,EURO,19664,706919,138,43293
2020-10-17,GB,United Kingdom,EURO,18395,725314,136,43429
2020-10-18,GB,United Kingdom,EURO,17695,743009,150,43579
2020-10-19,GB,United Kingdom,EURO,14738,757747,67,43646
2020-10-20,GB,United Kingdom,EURO,14174,771921,80,43726
2020-10-21,GB,United Kingdom,EURO,25590,797511,241,43967
2020-10-22,GB,United Kingdom,EURO,25282,822793,191,44158
2020-10-23,GB,United Kingdom,EURO,25418,848211,189,44347
2020-10-24,GB,United Kingdom,EURO,23212,871423,224,44571
2020-10-25,GB,United Kingdom,EURO,21439,892862,174,44745
2020-10-26,GB,United Kingdom,EURO,16214,909076,151,44896
2020-10-27,GB,United Kingdom,EURO,15711,924787,102,44998
2020-10-28,GB,United Kingdom,EURO,26540,951327,367,45365
2020-10-29,GB,United Kingdom,EURO,24072,975399,310,45675
2020-10-30,GB,United Kingdom,EURO,23601,999000,280,45955
2020-10-31,GB,United Kingdom,EURO,23317,1022317,274,46229
2020-11-01,GB,United Kingdom,EURO,22648,1044965,326,46555
2020-11-02,GB,United Kingdom,EURO,16476,1061441,162,46717
2020-11-03,GB,United Kingdom,EURO,15738,1077179,136,46853
2020-11-04,GB,United Kingdom,EURO,31503,1108682,397,47250
2020-11-05,GB,United Kingdom,EURO,25575,1134257,492,47742
2020-11-06,GB,United Kingdom,EURO,23661,1157918,378,48120
2020-11-07,GB,United Kingdom,EURO,23726,1181644,355,48475
2020-11-08,GB,United Kingdom,EURO,23323,1204967,413,48888
2020-11-09,GB,United Kingdom,EURO,18511,1223478,156,49044
